dot0_x,dot0_y,dot0_radius
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.792,0.173,0.2
-1.792,0.173,0.2
-1.792,0.173,0.2
-1.792,0.173,0.2
-1.792,0.173,0.2
-1.792,0.173,0.2
-1.792,0.173,0.2
-1.792,0.173,0.2
-1.792,0.173,0.2
-1.792,0.173,0.2
-1.792,0.173,0.2
-1.792,0.173,0.2
-1.792,0.173,0.2
-1.792,0.173,0.2
-1.792,0.173,0.2
-1.792,0.173,0.2
-1.792,0.173,0.2
-1.792,0.173,0.2
-1.792,0.173,0.0
-1.792,0.173,0.0
-1.792,0.173,0.0
-1.792,0.173,0.0
-1.792,0.173,0.0
-1.792,0.173,0.0
-1.792,0.173,0.0
-1.792,0.173,0.0
-1.792,0.173,0.0
-1.792,0.173,0.0
-1.792,0.173,0.0
-1.792,0.173,0.0
-1.792,0.173,0.0
-1.792,0.173,0.0
-1.792,0.173,0.0
-1.792,0.173,0.0
-1.792,0.173,0.0
-1.792,0.173,0.0
-1.795,-0.125,0.2
-1.795,-0.125,0.2
-1.795,-0.125,0.2
-1.795,-0.125,0.2
-1.795,-0.125,0.2
-1.795,-0.125,0.2
-1.795,-0.125,0.2
-1.795,-0.125,0.2
-1.795,-0.125,0.2
-1.795,-0.125,0.2
-1.795,-0.125,0.2
-1.795,-0.125,0.2
-1.795,-0.125,0.2
-1.795,-0.125,0.2
-1.795,-0.125,0.2
-1.795,-0.125,0.2
-1.795,-0.125,0.2
-1.795,-0.125,0.2
-1.795,-0.125,0.0
-1.795,-0.125,0.0
-1.795,-0.125,0.0
-1.795,-0.125,0.0
-1.795,-0.125,0.0
-1.795,-0.125,0.0
-1.795,-0.125,0.0
-1.795,-0.125,0.0
-1.795,-0.125,0.0
-1.795,-0.125,0.0
-1.795,-0.125,0.0
-1.795,-0.125,0.0
-1.795,-0.125,0.0
-1.795,-0.125,0.0
-1.795,-0.125,0.0
-1.795,-0.125,0.0
-1.795,-0.125,0.0
-1.795,-0.125,0.0
-1.75,-0.419,0.2
-1.75,-0.419,0.2
-1.75,-0.419,0.2
-1.75,-0.419,0.2
-1.75,-0.419,0.2
-1.75,-0.419,0.2
-1.75,-0.419,0.2
-1.75,-0.419,0.2
-1.75,-0.419,0.2
-1.75,-0.419,0.2
-1.75,-0.419,0.2
-1.75,-0.419,0.2
-1.75,-0.419,0.2
-1.75,-0.419,0.2
-1.75,-0.419,0.2
-1.75,-0.419,0.2
-1.75,-0.419,0.2
-1.75,-0.419,0.2
-1.75,-0.419,0.0
-1.75,-0.419,0.0
-1.75,-0.419,0.0
-1.75,-0.419,0.0
-1.75,-0.419,0.0
-1.75,-0.419,0.0
-1.75,-0.419,0.0
-1.75,-0.419,0.0
-1.75,-0.419,0.0
-1.75,-0.419,0.0
-1.75,-0.419,0.0
-1.75,-0.419,0.0
-1.75,-0.419,0.0
-1.75,-0.419,0.0
-1.75,-0.419,0.0
-1.75,-0.419,0.0
-1.75,-0.419,0.0
-1.75,-0.419,0.0
-1.657,-0.703,0.2
-1.657,-0.703,0.2
-1.657,-0.703,0.2
-1.657,-0.703,0.2
-1.657,-0.703,0.2
-1.657,-0.703,0.2
-1.657,-0.703,0.2
-1.657,-0.703,0.2
-1.657,-0.703,0.2
-1.657,-0.703,0.2
-1.657,-0.703,0.2
-1.657,-0.703,0.2
-1.657,-0.703,0.2
-1.657,-0.703,0.2
-1.657,-0.703,0.2
-1.657,-0.703,0.2
-1.657,-0.703,0.2
-1.657,-0.703,0.2
-1.657,-0.703,0.0
-1.657,-0.703,0.0
-1.657,-0.703,0.0
-1.657,-0.703,0.0
-1.657,-0.703,0.0
-1.657,-0.703,0.0
-1.657,-0.703,0.0
-1.657,-0.703,0.0
-1.657,-0.703,0.0
-1.657,-0.703,0.0
-1.657,-0.703,0.0
-1.657,-0.703,0.0
-1.657,-0.703,0.0
-1.657,-0.703,0.0
-1.657,-0.703,0.0
-1.657,-0.703,0.0
-1.657,-0.703,0.0
-1.657,-0.703,0.0
-1.519,-0.966,0.2
-1.519,-0.966,0.2
-1.519,-0.966,0.2
-1.519,-0.966,0.2
-1.519,-0.966,0.2
-1.519,-0.966,0.2
-1.519,-0.966,0.2
-1.519,-0.966,0.2
-1.519,-0.966,0.2
-1.519,-0.966,0.2
-1.519,-0.966,0.2
-1.519,-0.966,0.2
-1.519,-0.966,0.2
-1.519,-0.966,0.2
-1.519,-0.966,0.2
-1.519,-0.966,0.2
-1.519,-0.966,0.2
-1.519,-0.966,0.2
-1.519,-0.966,0.0
-1.519,-0.966,0.0
-1.519,-0.966,0.0
-1.519,-0.966,0.0
-1.519,-0.966,0.0
-1.519,-0.966,0.0
-1.519,-0.966,0.0
-1.519,-0.966,0.0
-1.519,-0.966,0.0
-1.519,-0.966,0.0
-1.519,-0.966,0.0
-1.519,-0.966,0.0
-1.519,-0.966,0.0
-1.519,-0.966,0.0
-1.519,-0.966,0.0
-1.519,-0.966,0.0
-1.519,-0.966,0.0
-1.519,-0.966,0.0
-1.339,-1.203,0.2
-1.339,-1.203,0.2
-1.339,-1.203,0.2
-1.339,-1.203,0.2
-1.339,-1.203,0.2
-1.339,-1.203,0.2
-1.339,-1.203,0.2
-1.339,-1.203,0.2
-1.339,-1.203,0.2
-1.339,-1.203,0.2
-1.339,-1.203,0.2
-1.339,-1.203,0.2
-1.339,-1.203,0.2
-1.339,-1.203,0.2
-1.339,-1.203,0.2
-1.339,-1.203,0.2
-1.339,-1.203,0.2
-1.339,-1.203,0.2
-1.339,-1.203,0.0
-1.339,-1.203,0.0
-1.339,-1.203,0.0
-1.339,-1.203,0.0
-1.339,-1.203,0.0
-1.339,-1.203,0.0
-1.339,-1.203,0.0
-1.339,-1.203,0.0
-1.339,-1.203,0.0
-1.339,-1.203,0.0
-1.339,-1.203,0.0
-1.339,-1.203,0.0
-1.339,-1.203,0.0
-1.339,-1.203,0.0
-1.339,-1.203,0.0
-1.339,-1.203,0.0
-1.339,-1.203,0.0
-1.339,-1.203,0.0
-1.122,-1.408,0.2
-1.122,-1.408,0.2
-1.122,-1.408,0.2
-1.122,-1.408,0.2
-1.122,-1.408,0.2
-1.122,-1.408,0.2
-1.122,-1.408,0.2
-1.122,-1.408,0.2
-1.122,-1.408,0.2
-1.122,-1.408,0.2
-1.122,-1.408,0.2
-1.122,-1.408,0.2
-1.122,-1.408,0.2
-1.122,-1.408,0.2
-1.122,-1.408,0.2
-1.122,-1.408,0.2
-1.122,-1.408,0.2
-1.122,-1.408,0.2
-1.122,-1.408,0.0
-1.122,-1.408,0.0
-1.122,-1.408,0.0
-1.122,-1.408,0.0
-1.122,-1.408,0.0
-1.122,-1.408,0.0
-1.122,-1.408,0.0
-1.122,-1.408,0.0
-1.122,-1.408,0.0
-1.122,-1.408,0.0
-1.122,-1.408,0.0
-1.122,-1.408,0.0
-1.122,-1.408,0.0
-1.122,-1.408,0.0
-1.122,-1.408,0.0
-1.122,-1.408,0.0
-1.122,-1.408,0.0
-1.122,-1.408,0.0
-0.875,-1.573,0.2
-0.875,-1.573,0.2
-0.875,-1.573,0.2
-0.875,-1.573,0.2
-0.875,-1.573,0.2
-0.875,-1.573,0.2
-0.875,-1.573,0.2
-0.875,-1.573,0.2
-0.875,-1.573,0.2
-0.875,-1.573,0.2
-0.875,-1.573,0.2
-0.875,-1.573,0.2
-0.875,-1.573,0.2
-0.875,-1.573,0.2
-0.875,-1.573,0.2
-0.875,-1.573,0.2
-0.875,-1.573,0.2
-0.875,-1.573,0.2
-0.875,-1.573,0.0
-0.875,-1.573,0.0
-0.875,-1.573,0.0
-0.875,-1.573,0.0
-0.875,-1.573,0.0
-0.875,-1.573,0.0
-0.875,-1.573,0.0
-0.875,-1.573,0.0
-0.875,-1.573,0.0
-0.875,-1.573,0.0
-0.875,-1.573,0.0
-0.875,-1.573,0.0
-0.875,-1.573,0.0
-0.875,-1.573,0.0
-0.875,-1.573,0.0
-0.875,-1.573,0.0
-0.875,-1.573,0.0
-0.875,-1.573,0.0
-0.603,-1.696,0.2
-0.603,-1.696,0.2
-0.603,-1.696,0.2
-0.603,-1.696,0.2
-0.603,-1.696,0.2
-0.603,-1.696,0.2
-0.603,-1.696,0.2
-0.603,-1.696,0.2
-0.603,-1.696,0.2
-0.603,-1.696,0.2
-0.603,-1.696,0.2
-0.603,-1.696,0.2
-0.603,-1.696,0.2
-0.603,-1.696,0.2
-0.603,-1.696,0.2
-0.603,-1.696,0.2
-0.603,-1.696,0.2
-0.603,-1.696,0.2
-0.603,-1.696,0.0
-0.603,-1.696,0.0
-0.603,-1.696,0.0
-0.603,-1.696,0.0
-0.603,-1.696,0.0
-0.603,-1.696,0.0
-0.603,-1.696,0.0
-0.603,-1.696,0.0
-0.603,-1.696,0.0
-0.603,-1.696,0.0
-0.603,-1.696,0.0
-0.603,-1.696,0.0
-0.603,-1.696,0.0
-0.603,-1.696,0.0
-0.603,-1.696,0.0
-0.603,-1.696,0.0
-0.603,-1.696,0.0
-0.603,-1.696,0.0
-0.315,-1.772,0.2
-0.315,-1.772,0.2
-0.315,-1.772,0.2
-0.315,-1.772,0.2
-0.315,-1.772,0.2
-0.315,-1.772,0.2
-0.315,-1.772,0.2
-0.315,-1.772,0.2
-0.315,-1.772,0.2
-0.315,-1.772,0.2
-0.315,-1.772,0.2
-0.315,-1.772,0.2
-0.315,-1.772,0.2
-0.315,-1.772,0.2
-0.315,-1.772,0.2
-0.315,-1.772,0.2
-0.315,-1.772,0.2
-0.315,-1.772,0.2
-0.315,-1.772,0.0
-0.315,-1.772,0.0
-0.315,-1.772,0.0
-0.315,-1.772,0.0
-0.315,-1.772,0.0
-0.315,-1.772,0.0
-0.315,-1.772,0.0
-0.315,-1.772,0.0
-0.315,-1.772,0.0
-0.315,-1.772,0.0
-0.315,-1.772,0.0
-0.315,-1.772,0.0
-0.315,-1.772,0.0
-0.315,-1.772,0.0
-0.315,-1.772,0.0
-0.315,-1.772,0.0
-0.315,-1.772,0.0
-0.315,-1.772,0.0
-0.018,-1.8,0.2
-0.018,-1.8,0.2
-0.018,-1.8,0.2
-0.018,-1.8,0.2
-0.018,-1.8,0.2
-0.018,-1.8,0.2
-0.018,-1.8,0.2
-0.018,-1.8,0.2
-0.018,-1.8,0.2
-0.018,-1.8,0.2
-0.018,-1.8,0.2
-0.018,-1.8,0.2
-0.018,-1.8,0.2
-0.018,-1.8,0.2
-0.018,-1.8,0.2
-0.018,-1.8,0.2
-0.018,-1.8,0.2
-0.018,-1.8,0.2
-0.018,-1.8,0.0
-0.018,-1.8,0.0
-0.018,-1.8,0.0
-0.018,-1.8,0.0
-0.018,-1.8,0.0
-0.018,-1.8,0.0
-0.018,-1.8,0.0
-0.018,-1.8,0.0
-0.018,-1.8,0.0
-0.018,-1.8,0.0
-0.018,-1.8,0.0
-0.018,-1.8,0.0
-0.018,-1.8,0.0
-0.018,-1.8,0.0
-0.018,-1.8,0.0
-0.018,-1.8,0.0
-0.018,-1.8,0.0
-0.018,-1.8,0.0
0.279,-1.778,0.2
0.279,-1.778,0.2
0.279,-1.778,0.2
0.279,-1.778,0.2
0.279,-1.778,0.2
0.279,-1.778,0.2
0.279,-1.778,0.2
0.279,-1.778,0.2
0.279,-1.778,0.2
0.279,-1.778,0.2
0.279,-1.778,0.2
0.279,-1.778,0.2
0.279,-1.778,0.2
0.279,-1.778,0.2
0.279,-1.778,0.2
0.279,-1.778,0.2
0.279,-1.778,0.2
0.279,-1.778,0.2
0.279,-1.778,0.0
0.279,-1.778,0.0
0.279,-1.778,0.0
0.279,-1.778,0.0
0.279,-1.778,0.0
0.279,-1.778,0.0
0.279,-1.778,0.0
0.279,-1.778,0.0
0.279,-1.778,0.0
0.279,-1.778,0.0
0.279,-1.778,0.0
0.279,-1.778,0.0
0.279,-1.778,0.0
0.279,-1.778,0.0
0.279,-1.778,0.0
0.279,-1.778,0.0
0.279,-1.778,0.0
0.279,-1.778,0.0
0.568,-1.708,0.2
0.568,-1.708,0.2
0.568,-1.708,0.2
0.568,-1.708,0.2
0.568,-1.708,0.2
0.568,-1.708,0.2
0.568,-1.708,0.2
0.568,-1.708,0.2
0.568,-1.708,0.2
0.568,-1.708,0.2
0.568,-1.708,0.2
0.568,-1.708,0.2
0.568,-1.708,0.2
0.568,-1.708,0.2
0.568,-1.708,0.2
0.568,-1.708,0.2
0.568,-1.708,0.2
0.568,-1.708,0.2
0.568,-1.708,0.0
0.568,-1.708,0.0
0.568,-1.708,0.0
0.568,-1.708,0.0
0.568,-1.708,0.0
0.568,-1.708,0.0
0.568,-1.708,0.0
0.568,-1.708,0.0
0.568,-1.708,0.0
0.568,-1.708,0.0
0.568,-1.708,0.0
0.568,-1.708,0.0
0.568,-1.708,0.0
0.568,-1.708,0.0
0.568,-1.708,0.0
0.568,-1.708,0.0
0.568,-1.708,0.0
0.568,-1.708,0.0
0.841,-1.591,0.2
0.841,-1.591,0.2
0.841,-1.591,0.2
0.841,-1.591,0.2
0.841,-1.591,0.2
0.841,-1.591,0.2
0.841,-1.591,0.2
0.841,-1.591,0.2
0.841,-1.591,0.2
0.841,-1.591,0.2
0.841,-1.591,0.2
0.841,-1.591,0.2
0.841,-1.591,0.2
0.841,-1.591,0.2
0.841,-1.591,0.2
0.841,-1.591,0.2
0.841,-1.591,0.2
0.841,-1.591,0.2
0.841,-1.591,0.0
0.841,-1.591,0.0
0.841,-1.591,0.0
0.841,-1.591,0.0
0.841,-1.591,0.0
0.841,-1.591,0.0
0.841,-1.591,0.0
