dot0_x,dot0_y,dot0_radius
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.739,0.466,0.2
-1.741,0.458,0.2
-1.743,0.45,0.2
-1.744,0.442,0.2
-1.747,0.433,0.2
-1.749,0.426,0.2
-1.751,0.417,0.2
-1.753,0.409,0.2
-1.755,0.402,0.2
-1.756,0.393,0.2
-1.759,0.385,0.2
-1.76,0.377,0.2
-1.762,0.369,0.2
-1.764,0.361,0.2
-1.765,0.354,0.2
-1.766,0.345,0.2
-1.768,0.337,0.2
-1.77,0.329,0.2
-1.771,0.32,0.2
-1.773,0.312,0.2
-1.774,0.305,0.2
-1.776,0.296,0.2
-1.777,0.288,0.2
-1.778,0.279,0.2
-1.779,0.272,0.2
-1.78,0.263,0.2
-1.782,0.255,0.2
-1.783,0.247,0.2
-1.784,0.238,0.2
-1.785,0.231,0.2
-1.786,0.222,0.2
-1.787,0.214,0.2
-1.788,0.206,0.2
-1.789,0.198,0.2
-1.79,0.19,0.2
-1.79,0.181,0.2
-1.792,0.173,0.2
-1.793,0.165,0.2
-1.793,0.157,0.2
-1.794,0.148,0.2
-1.795,0.14,0.2
-1.795,0.132,0.2
-1.796,0.123,0.2
-1.796,0.115,0.2
-1.797,0.107,0.2
-1.797,0.098,0.2
-1.797,0.091,0.2
-1.798,0.081,0.2
-1.799,0.074,0.2
-1.799,0.065,0.2
-1.8,0.057,0.2
-1.8,0.049,0.2
-1.8,0.04,0.2
-1.8,0.032,0.2
-1.8,0.024,0.2
-1.8,0.016,0.2
-1.8,0.007,0.2
-1.8,-0.001,0.2
-1.8,-0.009,0.2
-1.8,-0.018,0.2
-1.8,-0.026,0.2
-1.8,-0.035,0.2
-1.8,-0.042,0.2
-1.8,-0.05,0.2
-1.799,-0.059,0.2
-1.798,-0.067,0.2
-1.798,-0.076,0.2
-1.798,-0.084,0.2
-1.797,-0.092,0.2
-1.797,-0.1,0.2
-1.797,-0.108,0.2
-1.797,-0.117,0.2
-1.795,-0.125,0.2
-1.795,-0.134,0.2
-1.795,-0.141,0.2
-1.793,-0.15,0.2
-1.793,-0.158,0.2
-1.793,-0.166,0.2
-1.791,-0.175,0.2
-1.79,-0.182,0.2
-1.79,-0.191,0.2
-1.789,-0.199,0.2
-1.788,-0.207,0.2
-1.787,-0.216,0.2
-1.786,-0.223,0.2
-1.785,-0.232,0.2
-1.783,-0.24,0.2
-1.783,-0.248,0.2
-1.781,-0.257,0.2
-1.78,-0.264,0.2
-1.779,-0.273,0.2
-1.778,-0.281,0.2
-1.776,-0.29,0.2
-1.776,-0.298,0.2
-1.774,-0.306,0.2
-1.772,-0.314,0.2
-1.771,-0.322,0.2
-1.77,-0.33,0.2
-1.768,-0.338,0.2
-1.766,-0.346,0.2
-1.765,-0.355,0.2
-1.763,-0.363,0.2
-1.761,-0.371,0.2
-1.759,-0.379,0.2
-1.758,-0.387,0.2
-1.756,-0.395,0.2
-1.754,-0.404,0.2
-1.752,-0.412,0.2
-1.75,-0.419,0.2
-1.749,-0.428,0.2
-1.747,-0.436,0.2
-1.744,-0.443,0.2
-1.742,-0.451,0.2
-1.741,-0.46,0.2
-1.738,-0.468,0.2
-1.736,-0.476,0.2
-1.734,-0.484,0.2
-1.732,-0.491,0.2
-1.73,-0.499,0.2
-1.727,-0.508,0.2
-1.725,-0.515,0.2
-1.723,-0.523,0.2
-1.72,-0.532,0.2
-1.718,-0.54,0.2
-1.715,-0.547,0.2
-1.712,-0.555,0.2
-1.71,-0.563,0.2
-1.708,-0.571,0.2
-1.704,-0.578,0.2
-1.702,-0.586,0.2
-1.699,-0.595,0.2
-1.696,-0.602,0.2
-1.694,-0.61,0.2
-1.691,-0.617,0.2
-1.688,-0.626,0.2
-1.685,-0.633,0.2
-1.682,-0.641,0.2
-1.679,-0.648,0.2
-1.676,-0.656,0.2
-1.673,-0.665,0.2
-1.67,-0.672,0.2
-1.667,-0.68,0.2
-1.664,-0.687,0.2
-1.66,-0.694,0.2
-1.657,-0.703,0.2
-1.655,-0.71,0.2
-1.651,-0.718,0.2
-1.648,-0.725,0.2
-1.644,-0.733,0.2
-1.641,-0.74,0.2
-1.638,-0.748,0.2
-1.633,-0.755,0.2
-1.63,-0.763,0.2
-1.627,-0.77,0.2
-1.624,-0.778,0.2
-1.62,-0.786,0.2
-1.616,-0.793,0.2
-1.612,-0.8,0.2
-1.609,-0.808,0.2
-1.605,-0.815,0.2
-1.602,-0.822,0.2
-1.597,-0.829,0.2
-1.594,-0.837,0.2
-1.59,-0.844,0.2
-1.586,-0.852,0.2
-1.582,-0.859,0.2
-1.578,-0.866,0.2
-1.574,-0.874,0.2
-1.57,-0.881,0.2
-1.566,-0.888,0.2
-1.561,-0.895,0.2
-1.557,-0.902,0.2
-1.553,-0.909,0.2
-1.549,-0.917,0.2
-1.545,-0.924,0.2
-1.541,-0.931,0.2
-1.537,-0.938,0.2
-1.532,-0.945,0.2
-1.527,-0.952,0.2
-1.523,-0.959,0.2
-1.519,-0.966,0.2
-1.515,-0.973,0.2
-1.51,-0.98,0.2
-1.505,-0.986,0.2
-1.5,-0.994,0.2
-1.496,-1.001,0.2
-1.491,-1.008,0.2
-1.487,-1.015,0.2
-1.482,-1.021,0.2
-1.478,-1.028,0.2
-1.473,-1.034,0.2
-1.468,-1.042,0.2
-1.463,-1.049,0.2
-1.458,-1.055,0.2
-1.454,-1.062,0.2
-1.449,-1.068,0.2
-1.443,-1.076,0.2
-1.438,-1.082,0.2
-1.433,-1.088,0.2
-1.428,-1.095,0.2
-1.424,-1.102,0.2
-1.418,-1.109,0.2
-1.414,-1.115,0.2
-1.409,-1.121,0.2
-1.403,-1.127,0.2
-1.398,-1.133,0.2
-1.392,-1.141,0.2
-1.387,-1.147,0.2
-1.382,-1.153,0.2
-1.377,-1.159,0.2
-1.371,-1.166,0.2
-1.366,-1.172,0.2
-1.36,-1.178,0.2
-1.356,-1.184,0.2
-1.349,-1.191,0.2
-1.344,-1.197,0.2
-1.339,-1.203,0.2
-1.333,-1.21,0.2
-1.327,-1.216,0.2
-1.322,-1.222,0.2
-1.317,-1.228,0.2
-1.31,-1.234,0.2
-1.305,-1.24,0.2
-1.3,-1.246,0.2
-1.294,-1.252,0.2
-1.288,-1.258,0.2
-1.282,-1.264,0.2
-1.276,-1.269,0.2
-1.27,-1.276,0.2
-1.264,-1.281,0.2
-1.259,-1.287,0.2
-1.253,-1.293,0.2
-1.247,-1.299,0.2
-1.24,-1.304,0.2
-1.235,-1.31,0.2
-1.228,-1.316,0.2
-1.223,-1.322,0.2
-1.216,-1.327,0.2
-1.211,-1.332,0.2
-1.204,-1.339,0.2
-1.198,-1.344,0.2
-1.192,-1.349,0.2
-1.185,-1.355,0.2
-1.179,-1.36,0.2
-1.173,-1.365,0.2
-1.167,-1.37,0.2
-1.16,-1.377,0.2
-1.154,-1.382,0.2
-1.148,-1.387,0.2
-1.141,-1.392,0.2
-1.134,-1.397,0.2
-1.129,-1.403,0.2
-1.122,-1.408,0.2
-1.116,-1.413,0.2
-1.109,-1.418,0.2
-1.102,-1.423,0.2
-1.096,-1.428,0.2
-1.09,-1.433,0.2
-1.083,-1.438,0.2
-1.076,-1.443,0.2
-1.069,-1.448,0.2
-1.063,-1.453,0.2
-1.056,-1.457,0.2
-1.049,-1.462,0.2
-1.043,-1.467,0.2
-1.035,-1.472,0.2
-1.029,-1.477,0.2
-1.022,-1.481,0.2
-1.015,-1.486,0.2
-1.008,-1.491,0.2
-1.002,-1.496,0.2
-0.995,-1.5,0.2
-0.987,-1.505,0.2
-0.981,-1.51,0.2
-0.974,-1.514,0.2
-0.967,-1.518,0.2
-0.96,-1.522,0.2
-0.953,-1.527,0.2
-0.946,-1.532,0.2
-0.939,-1.536,0.2
-0.932,-1.54,0.2
-0.925,-1.544,0.2
-0.918,-1.549,0.2
-0.911,-1.553,0.2
-0.904,-1.557,0.2
-0.896,-1.561,0.2
-0.889,-1.565,0.2
-0.882,-1.569,0.2
-0.875,-1.573,0.2
-0.868,-1.578,0.2
-0.86,-1.581,0.2
-0.853,-1.585,0.2
-0.845,-1.589,0.2
-0.838,-1.593,0.2
-0.831,-1.597,0.2
-0.823,-1.601,0.2
-0.815,-1.604,0.2
-0.809,-1.608,0.2
-0.801,-1.611,0.2
-0.794,-1.616,0.2
-0.786,-1.619,0.2
-0.779,-1.623,0.2
-0.771,-1.626,0.2
-0.764,-1.63,0.2
-0.757,-1.633,0.2
-0.749,-1.637,0.2
-0.741,-1.64,0.2
-0.734,-1.643,0.2
-0.726,-1.647,0.2
-0.718,-1.65,0.2
-0.711,-1.654,0.2
-0.704,-1.657,0.2
-0.696,-1.66,0.2
-0.688,-1.664,0.2
-0.68,-1.666,0.2
-0.672,-1.669,0.2
-0.665,-1.673,0.2
-0.658,-1.676,0.2
-0.649,-1.679,0.2
-0.642,-1.681,0.2
-0.634,-1.685,0.2
-0.626,-1.687,0.2
-0.619,-1.691,0.2
-0.611,-1.693,0.2
-0.603,-1.696,0.2
-0.595,-1.698,0.2
-0.587,-1.701,0.2
-0.58,-1.704,0.2
-0.571,-1.707,0.2
-0.564,-1.709,0.2
-0.556,-1.712,0.2
-0.548,-1.715,0.2
-0.54,-1.717,0.2
-0.532,-1.72,0.2
-0.524,-1.722,0.2
-0.516,-1.724,0.2
-0.508,-1.726,0.2
-0.501,-1.73,0.2
-0.493,-1.732,0.2
-0.484,-1.733,0.2
-0.477,-1.735,0.2
-0.468,-1.738,0.2
-0.46,-1.74,0.2
-0.453,-1.742,0.2
-0.445,-1.744,0.2
-0.436,-1.746,0.2
-0.429,-1.748,0.2
-0.421,-1.75,0.2
-0.413,-1.752,0.2
-0.404,-1.754,0.2
-0.397,-1.756,0.2
-0.388,-1.757,0.2
-0.38,-1.759,0.2
-0.372,-1.761,0.2
-0.364,-1.763,0.2
-0.356,-1.764,0.2
-0.348,-1.766,0.2
-0.339,-1.768,0.2
-0.331,-1.769,0.2
-0.323,-1.771,0.2
-0.315,-1.772,0.2
-0.307,-1.773,0.2
-0.298,-1.775,0.2
-0.291,-1.777,0.2
-0.283,-1.778,0.2
-0.274,-1.779,0.2
-0.266,-1.78,0.2
-0.258,-1.781,0.2
-0.25,-1.783,0.2
-0.241,-1.784,0.2
-0.233,-1.785,0.2
-0.225,-1.786,0.2
-0.217,-1.787,0.2
-0.209,-1.788,0.2
-0.201,-1.789,0.2
-0.192,-1.79,0.2
-0.184,-1.79,0.2
-0.175,-1.792,0.2
-0.168,-1.793,0.2
-0.159,-1.793,0.2
-0.151,-1.794,0.2
-0.143,-1.795,0.2
-0.134,-1.795,0.2
-0.126,-1.796,0.2
-0.117,-1.796,0.2
-0.11,-1.797,0.2
-0.101,-1.797,0.2
-0.093,-1.797,0.2
-0.085,-1.797,0.2
-0.076,-1.799,0.2
-0.068,-1.799,0.2
-0.059,-1.799,0.2
-0.052,-1.8,0.2
-0.043,-1.8,0.2
-0.035,-1.8,0.2
-0.027,-1.8,0.2
-0.018,-1.8,0.2
-0.01,-1.8,0.2
-0.002,-1.8,0.2
0.006,-1.8,0.2
0.015,-1.8,0.2
0.023,-1.8,0.2
0.031,-1.8,0.2
0.039,-1.8,0.2
0.047,-1.8,0.2
0.056,-1.8,0.2
0.064,-1.798,0.2
0.073,-1.798,0.2
0.081,-1.798,0.2
0.089,-1.797,0.2
0.098,-1.797,0.2
0.105,-1.797,0.2
0.114,-1.797,0.2
0.122,-1.795,0.2
0.131,-1.795,0.2
0.139,-1.795,0.2
0.146,-1.794,0.2
0.156,-1.793,0.2
0.163,-1.793,0.2
0.171,-1.792,0.2
0.18,-1.791,0.2
0.188,-1.79,0.2
0.197,-1.789,0.2
0.204,-1.788,0.2
0.213,-1.787,0.2
0.221,-1.787,0.2
0.23,-1.785,0.2
0.238,-1.785,0.2
0.246,-1.783,0.2
0.255,-1.782,0.2
0.262,-1.781,0.2
0.271,-1.78,0.2
0.279,-1.778,0.2
0.286,-1.777,0.2
0.295,-1.776,0.2
0.303,-1.774,0.2
0.312,-1.773,0.2
0.319,-1.771,0.2
0.327,-1.77,0.2
0.336,-1.768,0.2
0.344,-1.766,0.2
0.352,-1.765,0.2
0.361,-1.764,0.2
0.368,-1.762,0.2
0.376,-1.761,0.2
0.384,-1.759,0.2
0.392,-1.757,0.2
0.4,-1.755,0.2
0.409,-1.754,0.2
0.416,-1.752,0.2
0.425,-1.749,0.2
0.433,-1.747,0.2
0.441,-1.745,0.2
0.449,-1.743,0.2
0.457,-1.741,0.2
0.465,-1.739,0.2
0.472,-1.737,0.2
0.482,-1.735,0.2
0.489,-1.732,0.2
0.497,-1.73,0.2
0.505,-1.728,0.2
0.513,-1.726,0.2
0.521,-1.723,0.2
0.528,-1.72,0.2
0.536,-1.718,0.2
0.544,-1.715,0.2
0.552,-1.713,0.2
0.561,-1.71,0.2
0.568,-1.708,0.2
0.576,-1.706,0.2
0.584,-1.703,0.2
0.591,-1.7,0.2
0.6,-1.697,0.2
0.607,-1.695,0.2
0.615,-1.691,0.2
0.623,-1.689,0.2
0.631,-1.686,0.2
0.638,-1.683,0.2
0.646,-1.68,0.2
0.653,-1.677,0.2
0.661,-1.674,0.2
0.67,-1.671,0.2
0.677,-1.668,0.2
0.684,-1.665,0.2
0.692,-1.661,0.2
0.699,-1.658,0.2
0.708,-1.655,0.2
0.716,-1.652,0.2
0.723,-1.649,0.2
0.73,-1.645,0.2
0.738,-1.642,0.2
0.745,-1.639,0.2
0.752,-1.635,0.2
0.76,-1.631,0.2
